insurer,sub_fund,fee_source_page,fee_source_locator,fee_source_url,fee_source_metric,fee_as_of_date,fee_verification_status,fee_verification_note
Singlife,Fundsmith Sustainable Equity Fund,180,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Goldman Sachs India Equity Portfolio,182,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Goldman Sachs Japan Equity Portfolio,184,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,GrowthPath Portfolios - GrowthPath 2030,314,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,GrowthPath Portfolios - GrowthPath 2040,316,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,GrowthPath Portfolios - GrowthPath Today,312,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Infinity European Stock Index Fund,228,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Infinity Global Stock Index Fund,230,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Infinity U.S. 500 Stock Index Fund,232,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Funds - ASEAN Equity Fund,202,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Funds - China Fund,204,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Funds - Emerging Markets Dividend Fund,206,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Funds - Emerging Markets Equity Fund,208,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Funds - Europe Dynamic Fund,210,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Funds - Europe Equity Plus Fund,212,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Funds - Global Natural Resources Fund (SGD),214,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Funds - Global Natural Resources Fund (USD),216,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Funds - Income Fund,218,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Funds - Taiwan Fund,220,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,JPMorgan Investment Funds - Global Select Equity Fund,222,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Janus Henderson Horizon Fund (JHHF) - China Opportunities Fund,186,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Janus Henderson Horizon Fund (JHHF) - Euroland Fund,188,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Janus Henderson Horizon Fund (JHHF) - Global Property Equities Fund (SGD),200,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Janus Henderson Horizon Fund (JHHF) - Global Property Equities Fund (USD),200,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Janus Henderson Horizon Fund (JHHF) - Global Technology Leaders Fund,194,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Janus Henderson Horizon Fund (JHHF) - Japan Opportunities Fund,196,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Janus Henderson Horizon Fund (JHHF) - Pan European Property Equities Fund (EUR),200,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Janus Henderson Horizon Fund (JHHF) - Pan European Property Equities Fund (SGD),200,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Jupiter Global Fund - Jupiter European Select,224,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Jupiter Global Fund - Jupiter Financial Innovation,226,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,LionGlobal Disruptive Innovation Fund,234,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,LionGlobal Singapore Fixed Income Investment Fund,236,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Massachusetts Financial Services (MFS) Meridian Funds - Global Equity Fund,238,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Neuberger Berman Emerging Market Debt - Hard Currency Fund (SGD),242,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Neuberger Berman Emerging Market Debt - Hard Currency Fund (USD),242,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Neuberger Berman Global Value Fund,244,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Neuberger Berman Next Generation Connectivity Fund,246,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,PIMCO Funds: Global Investors Series PLC (GIS plc) - Climate Bond Fund,248,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,PIMCO Funds: Global Investors Series PLC (GIS plc) - ESG Income Fund,254,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,PIMCO Funds: Global Investors Series PLC (GIS plc) - Emerging Markets Bond Fund (SGD),252,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,PIMCO Funds: Global Investors Series PLC (GIS plc) - Emerging Markets Bond Fund (USD),252,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,PIMCO Funds: Global Investors Series PLC (GIS plc) - Global Bond Fund,256,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,PIMCO Funds: Global Investors Series PLC (GIS plc) - Global Real Return Fund,258,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,PIMCO Funds: Global Investors Series PLC (GIS plc) - Income Fund,260,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,PIMCO Funds: Global Investors Series PLC (GIS plc) - Total Return Bond Fund (SGD),266,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,PIMCO Funds: Global Investors Series PLC (GIS plc) - Total Return Bond Fund (USD),266,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,PIMCO Funds: Global Investors Series PLC (GIS plc) - US High Yield Bond Fund,266,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder Asian Growth Fund,268,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder Global Emerging Market Opportunities Fund,270,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder International Selection Fund (ISF) Asian Bond Total Return (SGD),272,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder International Selection Fund (ISF) Asian Bond Total Return (USD),274,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder International Selection Fund (ISF) BIC,276,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder International Selection Fund (ISF) China Opportunities,278,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder International Selection Fund (ISF) Emerging Markets,280,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder International Selection Fund (ISF) Global Cities,282,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder International Selection Fund (ISF) Global Climate Change Equity,284,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder International Selection Fund (ISF) Global Sustainable Growth,286,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder Multi Asset Revolution,288,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,Schroder Singapore Trust,290,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,United E-Commerce Fund,318,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,United Emerging Markets Bond Fund,320,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,United Global Healthcare Fund,322,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,United SGD Fund,324,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,United Singapore Bond Fund,326,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,United Singapore Growth Fund,328,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,31 December 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,abrdn SICAV I - All China Sustainable Equity Fund,34,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,abrdn SICAV I - Asia Pacific Sustainable Equity Fund,36,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,abrdn SICAV I - Emerging Markets Bond Fund,38,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,abrdn SICAV I - Indian Equity Fund,40,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,abrdn Select Portfolio - abrdn India Opportunities Fund,28,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,abrdn Select Portfolio - abrdn Pacific Equity Fund,30,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Singlife,abrdn Select Portfolio - abrdn Singapore Equity Fund,32,docs/research/ilp-source-archive-2026-03-31/singlife-semiannual-2025.pdf,https://content.singlife.com/content/dam/public/sg/documents/investment/reports/semi-annual-ilp-funds-report-thick-31-dec-2025.pdf,Expense Ratio,30 September 2025,verified_exact,Verified against archived PDF singlife-semiannual-2025.pdf
Tokio Marine,ALLIANZ GLOBAL ARTIFICIAL INTELLIGENCE FUND,80,docs/research/ilp-source-archive-2026-03-31/tokiomarine-atlas-2025-sar.pdf,https://www.tokiomarine.com/content/dam/tokiomarine/sg/life/resources/fund-reports/Semi-Annual%20ILP%20Fund%20Report%20%281Jan-30Jun%202025%29%20Atlas.pdf,Expense Ratio,30 June 2025,verified_exact,Verified against archived PDF tokiomarine-atlas-2025-sar.pdf
Tokio Marine,ALLIANZ GLOBAL INTELLIGENT CITIES INCOME FUND,127,docs/research/ilp-source-archive-2026-03-31/tokiomarine-atlas-2025-sar.pdf,https://www.tokiomarine.com/content/dam/tokiomarine/sg/life/resources/fund-reports/Semi-Annual%20ILP%20Fund%20Report%20%281Jan-30Jun%202025%29%20Atlas.pdf,Expense Ratio,30 June 2025,verified_exact,Verified against archived PDF tokiomarine-atlas-2025-sar.pdf
Tokio Marine,ALLIANZ INCOME AND GROWTH FUND,131,docs/research/ilp-source-archive-2026-03-31/tokiomarine-atlas-2025-sar.pdf,https://www.tokiomarine.com/content/dam/tokiomarine/sg/life/resources/fund-reports/Semi-Annual%20ILP%20Fund%20Report%20%281Jan-30Jun%202025%29%20Atlas.pdf,Expense Ratio,30 Jun 2025,verified_exact,Verified against archived PDF tokiomarine-atlas-2025-sar.pdf
Tokio Marine,ALLIANZ US SHORT DURATION HIGH INCOME BOND FUND,105,docs/research/ilp-source-archive-2026-03-31/tokiomarine-atlas-2025-sar.pdf,https://www.tokiomarine.com/content/dam/tokiomarine/sg/life/resources/fund-reports/Semi-Annual%20ILP%20Fund%20Report%20%281Jan-30Jun%202025%29%20Atlas.pdf,Expense Ratio,30 June 2025,verified_exact,Verified against archived PDF tokiomarine-atlas-2025-sar.pdf
Tokio Marine,BAILLIE GIFFORD ASIA EX-JAPAN FUND,46,docs/research/ilp-source-archive-2026-03-31/tokiomarine-atlas-2025-sar.pdf,https://www.tokiomarine.com/content/dam/tokiomarine/sg/life/resources/fund-reports/Semi-Annual%20ILP%20Fund%20Report%20%281Jan-30Jun%202025%29%20Atlas.pdf,Expense Ratio,30 June 2025,verified_exact,Verified against archived PDF tokiomarine-atlas-2025-sar.pdf
Tokio Marine,BAILLIE GIFFORD LONG TERM GLOBAL GROWTH FUND,10,docs/research/ilp-source-archive-2026-03-31/tokiomarine-atlas-2025-sar.pdf,https://www.tokiomarine.com/content/dam/tokiomarine/sg/life/resources/fund-reports/Semi-Annual%20ILP%20Fund%20Report%20%281Jan-30Jun%202025%29%20Atlas.pdf,Expense Ratio,30 June 2025,verified_exact,Verified against archived PDF tokiomarine-atlas-2025-sar.pdf
